2.986740;0,1262,1111,1628,1585,891;1248,0,1839,1660,1895,1872;1060,1820,0,2040,1933,1083;1651,1693,1989,0,708,2242;1595,1857,1801,717,0,2467;989,1890,1144,2228,2477,0
3.082980;0,1285,961,1628,1599,1008;1280,0,1773,1759,1834,1881;928,1792,0,1853,1623,1248;1534,1750,1796,0,722,2252;1609,1834,1548,717,0,2374;1027,1796,1374,2327,2341,0
3.179220;0,1187,938,1515,1613,1036;1172,0,1660,1693,1829,1768;975,1632,0,1468,1355,1477;1548,1689,1430,0,675,2444;1609,1876,1304,675,0,2200;1055,1815,1487,2378,2186,0
3.275480;0,1135,1050,1581,1595,1050;1140,0,1590,1684,1937,1806;1069,1552,0,1337,1276,1459;1613,1651,1323,0,675,2308;1609,1928,1257,675,0,2270;1060,1698,1506,2336,2284,0
3.371740;0,1191,1046,1637,1628,1060;1201,0,1538,1656,1975,1660;1027,1599,0,1355,1285,1557;1646,1754,1374,0,670,2369;1637,2205,1327,666,0,2252;1060,1562,1543,2359,2237,0
3.467990;0,1290,943,1628,1642,1065;1346,0,1754,1989,2378,1534;924,1801,0,1524,1459,1520;1623,2101,1552,0,699,2242;1660,2392,1482,703,0,2167;1074,1543,1491,2266,2191,0
3.564230;0,1707,910,1618,1656,1069;1731,0,2369,2327,2439,1477;947,2425,0,1660,1510,1506;1618,2383,1670,0,680,2533;1642,2711,1529,675,0,2369;1046,1257,1534,2566,2388,0
3.660480;0,1590,1041,1674,1646,1036;1571,0,2181,2397,3007,1182;1013,2125,0,1684,1595,1515;1735,2416,1707,0,689,2406;1642,2913,1646,680,0,2453;1032,1163,1477,2350,2481,0
3.756740;0,1581,919,1698,1632,1032;1595,0,1876,2524,2754,1172;947,1862,0,1928,1947,1440;1665,2538,1979,0,680,2237;1628,2655,2228,699,0,2547;1050,1163,1341,2233,2542,0
3.852990;0,1665,1032,1703,1642,1046;1670,0,2008,2528,2566,1154;1079,1993,0,2331,2650,1219;1754,2542,2350,0,736,2252;1698,2599,2627,736,0,2449;971,1144,1154,2261,2416,0
3.951910;0,1642,1177,1778,1707,952;1651,0,1656,2519,2603,1130;1238,1613,0,2280,2491,1121;1740,2514,2313,0,717,2313;1679,2496,2627,689,0,2237;938,1116,1022,2331,2237,0
0.084230;0,1032,806,1698,1337,1318;1032,0,1543,1740,1726,1782;811,1552,0,1510,1416,1604;1707,1731,1510,0,741,2669;1379,1750,1421,736,0,2505;1360,1825,1609,2678,2491,0
0.168510;0,1022,806,1735,1402,1365;1027,0,1538,1698,1750,1829;806,1534,0,1520,1388,1637;1721,1707,1524,0,802,2655;1374,1759,1388,797,0,2435;1369,1796,1665,2646,2439,0
0.252770;0,1036,811,1670,1360,1369;1032,0,1552,1745,1759,1796;806,1552,0,1520,1435,1646;1656,1754,1520,0,708,2655;1360,1754,1435,703,0,2505;1351,1815,1618,2664,2538,0
0.337030;0,1008,792,1674,1360,1346;1004,0,1543,1759,1778,1811;792,1543,0,1529,1435,1595;1689,1764,1524,0,699,2688;1355,1787,1421,703,0,2613;1337,1825,1609,2697,2594,0
0.421270;0,1022,802,1726,1351,1337;1022,0,1510,1745,1792,1839;816,1506,0,1529,1407,1628;1717,1731,1529,0,722,2674;1332,1782,1402,717,0,2622;1323,1829,1604,2683,2618,0
0.505520;0,1027,821,1689,1323,1323;1027,0,1543,1726,1778,1815;811,1548,0,1510,1374,1581;1698,1735,1506,0,694,2711;1327,1782,1384,689,0,2439;1346,1796,1595,2716,2439,0
0.589770;0,1008,783,1712,1341,1341;1004,0,1524,1750,1750,1792;778,1515,0,1477,1421,1609;1726,1740,1477,0,703,2716;1346,1731,1430,708,0,2458;1351,1811,1642,2702,2463,0
0.674020;0,1018,792,1726,1351,1355;1018,0,1477,1707,1768,1811;797,1482,0,1524,1463,1670;1703,1707,1529,0,755,2674;1369,1801,1459,755,0,2519;1355,1829,1660,2669,2524,0
0.758260;0,1022,816,1707,1365,1351;1022,0,1510,1707,1806,1848;821,1515,0,1510,1412,1651;1712,1717,1501,0,703,2669;1369,1825,1398,703,0,2533;1332,1825,1637,2655,2538,0
0.842520;0,1008,816,1712,1379,1327;1008,0,1506,1745,1839,1815;816,1491,0,1473,1393,1599;1717,1750,1482,0,727,2613;1388,1792,1393,717,0,2571;1346,1862,1571,2636,2566,0
0.929430;0,1032,825,1726,1393,1346;1032,0,1473,1754,1754,1872;811,1468,0,1506,1388,1557;1721,1754,1510,0,699,2739;1341,1764,1384,699,0,2622;1341,1843,1581,2636,2603,0
1.016370;0,980,802,1689,1337,1351;975,0,1440,1712,1745,1857;806,1440,0,1482,1384,1646;1670,1712,1473,0,652,2739;1421,1726,1388,656,0,2350;1379,1872,1665,2636,2331,0
1.103290;0,994,806,1698,1430,1379;985,0,1440,1712,1693,1853;802,1440,0,1496,1388,1679;1703,1712,1496,0,750,2739;1388,1670,1393,764,0,2463;1384,1839,1689,2754,2505,0
1.187520;0,966,792,1693,1384,1384;985,0,1430,1726,1707,1853;788,1426,0,1529,1430,1656;1698,1726,1529,0,727,2721;1379,1754,1440,722,0,2477;1379,1895,1646,2730,2472,0
1.271760;0,1036,825,1726,1379,1379;1036,0,1445,1735,1773,1900;835,1454,0,1534,1426,1637;1726,1731,1538,0,806,2688;1323,1768,1426,816,0,2655;1407,1886,1618,2622,2660,0
1.356000;0,1004,825,1703,1299,1421;1004,0,1459,1707,1782,1890;821,1449,0,1510,1412,1623;1689,1717,1501,0,755,2547;1318,1820,1398,750,0,2524;1459,1937,1646,2557,2505,0
1.440230;0,994,830,1689,1337,1459;989,0,1426,1735,1829,1956;825,1416,0,1477,1398,1637;1703,1750,1482,0,727,2547;1327,1792,1402,731,0,2528;1445,1951,1637,2542,2533,0
1.524490;0,999,821,1712,1304,1449;999,0,1412,1764,1768,1951;830,1421,0,1510,1421,1637;1707,1750,1506,0,783,2561;1294,1792,1416,783,0,2528;1445,1975,1623,2547,2533,0
1.608730;0,999,830,1740,1318,1445;1004,0,1421,1745,1806,1989;821,1412,0,1501,1402,1646;1735,1735,1506,0,736,2500;1355,1787,1412,731,0,3532;1473,2022,1665,2477,3725,0
1.692980;0,1004,825,1717,1365,1473;1004,0,1407,1703,1768,2026;821,1412,0,1506,1426,1637;1721,1712,1496,0,708,2453;1365,1764,1430,703,0,3293;1473,2031,1623,2458,3326,0
1.777190;0,1008,792,1750,1360,1473;1008,0,1445,1731,1773,2040;788,1440,0,1468,1402,1637;1759,1731,1473,0,717,2467;1327,1764,1388,722,0,3331;1473,2050,1632,2477,3101,0
1.861450;0,999,802,1750,1323,1477;999,0,1421,1717,1721,2069;806,1430,0,1520,1402,1628;1731,1717,1520,0,736,2467;1360,1717,1416,736,0,3439;1459,2115,1642,2463,3640,0
1.945710;0,1027,802,1707,1384,1459;1027,0,1482,1707,1740,2130;802,1482,0,1529,1421,1651;1703,1712,1529,0,717,2430;1341,1773,1416,708,0,2819;1487,2172,1670,2402,2627,0
2.029930;0,1013,811,1717,1309,1487;1018,0,1459,1745,1782,2186;821,1459,0,1529,1412,1679;1745,1745,1529,0,708,2402;1309,1754,1421,717,0,2613;1463,2191,1660,2402,2618,0
2.114190;0,1032,830,1754,1332,1463;1027,0,1491,1735,1731,2200;821,1501,0,1515,1435,1656;1707,1745,1506,0,703,2369;1332,1712,1430,699,0,3448;1487,2200,1651,2364,3607,0
2.198450;0,1018,806,1679,1313,1487;1018,0,1510,1764,1712,2191;802,1501,0,1463,1412,1646;1731,1759,1463,0,745,2392;1327,1745,1402,750,0,3532;1473,2209,1665,2411,3551,0
2.282720;0,1018,783,1759,1351,1468;1018,0,1463,1712,1759,2223;783,1463,0,1501,1402,1646;1745,1703,1506,0,736,2402;1351,1745,1412,717,0,2796;1477,2228,1642,2388,2782,0
2.366970;0,1022,811,1721,1351,1477;1022,0,1430,1745,1750,2209;821,1430,0,1506,1412,1660;1712,1754,1501,0,699,2392;1384,1754,1416,708,0,3692;1473,2191,1660,2392,3532,0
2.453870;0,1041,835,1731,1384,1477;1041,0,1496,1717,1768,2191;839,1491,0,1454,1445,1670;1717,1717,1440,0,731,2364;1388,1782,1430,736,0,3504;1473,2181,1670,2392,3842,0
2.540810;0,1018,830,1717,1416,1487;1018,0,1459,1745,1787,2186;830,1468,0,1487,1379,1674;1740,1750,1501,0,731,2364;1388,1801,1384,727,0,3819;1482,2130,1656,2392,3392,0
2.625060;0,1032,825,1707,1341,1482;1027,0,1520,1740,1811,2125;816,1515,0,1463,1440,1656;1689,1745,1449,0,722,2364;1309,1811,1445,722,0,3434;1468,2148,1646,2435,3673,0
2.709330;0,1004,797,1712,1327,1459;999,0,1491,1740,1796,2120;792,1496,0,1463,1416,1656;1698,1726,1468,0,731,2402;1365,1801,1407,731,0,3298;1463,2106,1670,2397,3401,0
2.796250;0,1004,792,1684,1360,1463;1004,0,1515,1712,1815,2101;792,1520,0,1491,1416,1623;1684,1712,1491,0,689,2397;1327,1806,1416,694,0,4719;1459,2073,1613,2397,4597,0
2.880530;0,999,806,1721,1323,1468;999,0,1501,1707,1792,2087;816,1496,0,1510,1369,1679;1759,1721,1515,0,755,2397;1337,1792,1365,745,0,3636;1477,2045,1698,2467,3795,0
2.964820;0,994,802,1721,1341,1477;999,0,1496,1759,1796,2008;792,1496,0,1510,1402,1651;1721,1764,1515,0,708,2444;1332,1792,1402,713,0,4016;1496,2022,1613,2425,3819,0
3.049100;0,1036,811,1726,1323,1491;1036,0,1548,1759,1773,2031;830,1557,0,1524,1388,1632;1721,1764,1515,0,684,2388;1332,1745,1388,680,0,2646;1463,2036,1674,2397,2538,0
3.133390;0,1036,830,1731,1337,1463;1036,0,1552,1759,1726,2036;811,1552,0,1491,1407,1665;1707,1754,1491,0,717,2411;1299,1731,1416,722,0,3171;1421,2022,1623,2420,3396,0
3.217660;0,1027,821,1693,1280,1416;1027,0,1543,1750,1750,2017;830,1538,0,1501,1416,1613;1679,1731,1501,0,689,2444;1318,1764,1412,689,0,3964;1430,2008,1646,2435,3851,0
3.301940;0,1022,797,1670,1337,1435;1018,0,1515,1712,1768,2008;783,1510,0,1491,1407,1684;1726,1735,1491,0,727,2420;1323,1825,1416,722,0,3218;1449,2031,1665,2420,3204,0
3.386240;0,1022,816,1754,1323,1449;1022,0,1524,1768,1876,2036;821,1534,0,1524,1421,1646;1712,1764,1529,0,717,2392;1337,1834,1407,727,0,3622;1435,2045,1665,2397,3894,0
3.470520;0,1008,797,1703,1332,1440;1004,0,1557,1745,1801,2050;802,1557,0,1534,1393,1665;1698,1740,1524,0,694,2430;1285,1796,1388,689,0,4396;1454,2054,1632,2449,4114,0
3.554780;0,1022,825,1665,1280,1449;1032,0,1529,1726,1735,2050;830,1529,0,1524,1384,1618;1628,1712,1524,0,745,2463;1313,1721,1388,750,0,2618;1440,2050,1646,2439,2510,0
3.639060;0,1060,811,1595,1346,1445;1060,0,1534,1712,1782,2054;797,1529,0,1496,1388,1656;1628,1731,1496,0,750,2378;1369,1811,1393,741,0,3467;1463,2054,1651,2369,3673,0
3.723340;0,1041,806,1698,1369,1473;1046,0,1491,1740,1811,2064;811,1496,0,1482,1398,1660;1707,1726,1477,0,656,2369;1355,1843,1388,656,0,2805;1482,2092,1660,2388,2805,0
3.807590;0,1041,816,1703,1327,1473;1041,0,1524,1731,1876,2101;816,1524,0,1487,1393,1628;1712,1735,1491,0,713,2397;1309,1848,1388,727,0,4649;1426,2111,1609,2383,4823,0
3.891850;0,1050,797,1679,1313,1430;1055,0,1529,1745,1815,2092;792,1529,0,1501,1374,1637;1665,1754,1496,0,774,2378;1318,1801,1388,778,0,4748;1459,2092,1665,2388,4743,0
3.976150;0,1032,806,1684,1323,1459;1036,0,1491,1754,1778,2111;821,1501,0,1491,1407,1637;1684,1754,1496,0,750,2402;1309,1759,1407,741,0,4780;1445,2134,1618,2406,4780,0
0.096300;0,1398,863,1609,1717,1421;1398,0,1520,1637,2115,2026;858,1524,0,1449,1416,1689;1628,1637,1445,0,506,3678;1717,2162,1435,502,0,3213;1416,2022,1684,3659,3218,0
0.192590;0,1412,839,1623,1717,1412;1416,0,1515,1637,2083,2026;844,1510,0,1463,1449,1703;1618,1651,1463,0,497,3617;1721,2026,1449,502,0,3227;1393,2040,1712,3626,3232,0
0.288870;0,1374,839,1628,1731,1393;1369,0,1496,1665,2125,2031;825,1496,0,1449,1454,1703;1623,1674,1459,0,525,3673;1721,2172,1445,520,0,3246;1416,2036,1689,3650,3237,0
0.385150;0,1416,825,1632,1707,1426;1416,0,1459,1689,2125,2031;825,1463,0,1473,1407,1689;1656,1684,1468,0,497,3603;1712,2036,1407,502,0,3223;1435,2036,1703,3607,3223,0
0.481430;0,1407,825,1651,1731,1430;1412,0,1510,1660,1989,2045;830,1510,0,1449,1421,1707;1613,1660,1449,0,516,3612;1717,2092,1430,516,0,3223;1416,2054,1703,3622,3227,0
0.577720;0,1407,835,1623,1689,1421;1402,0,1487,1684,2097,2064;830,1487,0,1445,1435,1707;1646,1689,1440,0,506,3612;1693,2031,1421,506,0,3223;1426,2101,1703,3612,3223,0
0.673990;0,1393,825,1646,1721,1426;1388,0,1496,1670,1998,2092;830,1491,0,1445,1435,1689;1651,1665,1440,0,502,3640;1754,1979,1459,506,0,3199;1445,2031,1712,3626,3185,0
