0.096300,-0.040000,-0.100000,0.050000
0.096300,-0.010000,-0.110000,0.040000
0.096300,0.000000,-0.070000,0.030000
0.096300,0.040000,-0.040000,0.020000
0.096300,0.030000,0.000000,0.020000
0.192590,0.000000,0.020000,0.020000
0.192590,0.000000,0.010000,0.020000
0.192590,0.010000,0.000000,0.010000
0.192590,0.010000,0.000000,0.020000
0.192590,0.010000,0.000000,0.020000
0.288870,0.010000,0.000000,0.020000
0.288870,0.020000,0.010000,0.020000
0.288870,0.020000,0.030000,0.020000
0.288870,0.010000,0.040000,0.020000
0.288870,-0.020000,0.080000,0.010000
0.385150,0.020000,0.060000,0.020000
0.385150,0.070000,0.000000,0.000000
0.385150,0.050000,-0.040000,0.000000
0.385150,0.010000,-0.060000,0.000000
0.385150,-0.050000,-0.060000,0.010000
0.481430,-0.020000,-0.010000,0.010000
0.481430,0.050000,0.040000,0.000000
0.481430,0.080000,0.070000,0.000000
0.481430,0.070000,0.070000,0.000000
0.481430,0.010000,0.050000,0.000000
0.577720,-0.030000,0.000000,0.010000
0.577720,-0.010000,-0.020000,0.020000
0.577720,0.030000,-0.030000,0.010000
0.577720,0.060000,-0.040000,0.010000
0.577720,0.050000,-0.040000,0.010000
0.673990,-0.010000,-0.060000,0.010000
0.673990,-0.040000,-0.060000,0.010000
0.673990,-0.020000,-0.040000,0.010000
0.673990,0.010000,-0.010000,0.000000
0.673990,0.030000,0.000000,0.000000
0.770290,0.010000,0.040000,0.000000
0.770290,0.000000,0.020000,0.000000
0.770290,-0.030000,-0.010000,0.000000
0.770290,-0.020000,-0.050000,0.010000
0.770290,0.000000,-0.070000,0.020000
0.866600,0.040000,-0.080000,0.010000
0.866600,0.020000,-0.070000,0.010000
0.866600,-0.010000,-0.070000,0.010000
0.866600,-0.020000,-0.100000,0.020000
0.866600,-0.010000,-0.120000,0.020000
0.962930,0.030000,-0.090000,0.020000
0.962930,0.030000,-0.060000,0.010000
0.962930,0.020000,-0.050000,0.010000
0.962930,0.010000,-0.080000,0.000000
0.962930,0.000000,-0.110000,0.010000
1.059270,-0.020000,-0.070000,0.020000
1.059270,0.000000,-0.010000,0.010000
1.059270,0.010000,0.000000,0.010000
1.059270,0.060000,0.020000,0.000000
1.059270,0.060000,0.020000,0.000000
1.155590,0.000000,0.000000,0.010000
1.155590,-0.010000,-0.050000,0.020000
1.155590,-0.010000,-0.080000,0.020000
1.155590,0.020000,-0.110000,0.020000
1.155590,0.040000,-0.130000,0.010000
1.251920,0.020000,-0.110000,0.000000
1.251920,0.000000,-0.120000,0.000000
1.251920,-0.010000,-0.130000,0.000000
1.251920,-0.020000,-0.140000,0.000000
1.251920,-0.010000,-0.150000,0.000000
1.348260,0.000000,-0.080000,0.000000
1.348260,0.010000,0.010000,0.000000
1.348260,0.010000,0.050000,0.000000
1.348260,0.020000,0.130000,0.000000
1.348260,0.040000,0.130000,0.000000
1.444580,0.010000,0.030000,0.010000
1.444580,-0.010000,-0.040000,0.010000
1.444580,-0.020000,-0.080000,0.020000
1.444580,-0.020000,-0.080000,0.020000
1.444580,0.000000,-0.080000,0.010000
1.540880,0.040000,-0.040000,0.000000
1.540880,0.030000,-0.030000,-0.010000
1.540880,0.000000,-0.030000,-0.010000
1.540880,0.000000,-0.030000,0.000000
1.540880,0.000000,-0.030000,0.010000
1.637210,0.030000,-0.010000,0.000000
1.637210,0.030000,0.020000,0.000000
1.637210,0.010000,0.020000,0.000000
1.637210,0.000000,0.010000,0.000000
1.637210,0.000000,-0.020000,0.000000
1.733520,0.020000,-0.040000,0.010000
1.733520,0.040000,-0.040000,0.000000
1.733520,0.030000,-0.020000,0.000000
1.733520,0.020000,-0.010000,0.000000
1.733520,0.000000,0.000000,0.000000
1.829840,0.010000,-0.010000,0.000000
1.829840,0.050000,-0.050000,0.000000
1.829840,0.050000,-0.100000,0.000000
1.829840,0.000000,-0.120000,0.000000
1.829840,-0.020000,-0.110000,0.010000
1.926150,-0.030000,-0.070000,0.020000
1.926150,0.020000,-0.010000,0.020000
1.926150,0.080000,0.020000,0.000000
1.926150,0.070000,0.030000,0.000000
1.926150,0.040000,0.020000,0.000000
2.022470,-0.050000,-0.010000,0.030000
2.022470,-0.030000,0.000000,0.030000
2.022470,0.030000,0.020000,0.020000
2.022470,0.080000,0.050000,0.020000
2.022470,0.080000,0.050000,0.020000
2.118800,-0.060000,0.040000,0.030000
2.118800,-0.070000,0.050000,0.020000
2.118800,-0.030000,0.100000,0.010000
2.118800,0.050000,0.100000,0.010000
2.118800,0.080000,0.100000,0.010000
2.215110,-0.020000,0.140000,0.010000
2.215110,-0.050000,0.130000,0.020000
2.215110,-0.030000,0.030000,0.020000
2.215110,0.020000,-0.020000,0.040000
2.215110,0.050000,-0.040000,0.040000
2.311430,-0.010000,0.030000,0.010000
2.311430,-0.030000,0.070000,0.000000
2.311430,-0.020000,0.070000,0.000000
2.311430,0.010000,0.070000,0.020000
2.311430,0.040000,0.060000,0.030000
2.407750,0.010000,0.070000,0.040000
2.407750,0.010000,0.060000,0.030000
2.407750,0.020000,0.050000,0.020000
2.407750,0.040000,0.000000,0.020000
2.407750,0.010000,0.000000,0.030000
2.504080,-0.020000,-0.050000,0.040000
2.504080,0.000000,-0.100000,0.040000
2.504080,0.020000,-0.130000,0.030000
2.504080,0.040000,-0.160000,0.030000
2.504080,0.040000,-0.140000,0.020000
2.600390,0.010000,-0.130000,0.020000
2.600390,0.000000,-0.130000,0.010000
2.600390,0.000000,-0.120000,0.000000
2.600390,-0.010000,-0.060000,0.020000
2.600390,-0.040000,-0.060000,0.030000
2.696660,0.020000,0.000000,0.000000
2.696660,0.080000,0.000000,0.020000
2.696660,0.060000,-0.030000,0.020000
2.696660,0.020000,-0.050000,0.030000
2.696660,-0.070000,-0.050000,0.040000
2.792960,-0.040000,0.000000,0.020000
2.792960,0.060000,0.030000,0.010000
2.792960,0.150000,0.000000,0.010000
2.792960,0.140000,-0.010000,0.010000
2.792960,0.040000,-0.040000,0.030000
2.889250,-0.100000,-0.050000,0.020000
2.889250,-0.060000,-0.070000,0.020000
2.889250,0.050000,-0.080000,0.000000
2.889250,0.110000,-0.070000,0.000000
2.889250,0.130000,-0.090000,0.010000
2.985540,0.020000,-0.140000,0.030000
2.985540,-0.060000,-0.150000,0.020000
2.985540,-0.070000,-0.110000,0.010000
2.985540,-0.050000,-0.060000,0.000000
2.985540,0.010000,0.020000,-0.010000
3.081830,0.120000,-0.030000,-0.020000
3.081830,0.070000,-0.060000,-0.030000
3.081830,-0.060000,0.000000,0.000000
3.081830,-0.150000,0.050000,0.000000
3.081830,-0.140000,0.070000,-0.010000
3.178130,0.070000,0.020000,0.000000
3.178130,0.210000,-0.060000,0.000000
3.178130,0.120000,-0.040000,0.020000
3.178130,-0.070000,0.010000,0.000000
3.178130,-0.130000,0.010000,0.000000
3.274420,0.030000,-0.090000,-0.010000
3.274420,0.130000,-0.110000,-0.020000
3.274420,0.190000,-0.130000,0.000000
3.274420,0.080000,0.000000,0.000000
3.274420,0.000000,0.080000,-0.020000
3.370700,-0.010000,-0.040000,-0.010000
3.370700,0.060000,-0.160000,0.010000
3.370700,0.170000,-0.180000,0.040000
3.370700,0.100000,0.070000,-0.010000
3.370700,0.040000,0.150000,-0.040000
3.466990,-0.020000,-0.190000,0.040000
3.466990,0.000000,-0.240000,0.050000
3.466990,0.040000,-0.100000,0.000000
3.466990,0.050000,0.000000,-0.010000
3.466990,0.040000,-0.010000,0.010000
3.563300,-0.030000,-0.150000,0.030000
3.563300,-0.040000,-0.090000,0.040000
3.563300,-0.020000,-0.090000,0.040000
3.563300,0.040000,-0.120000,0.030000
3.563300,0.090000,-0.110000,0.030000
3.659600,0.010000,0.000000,0.010000
3.659600,-0.030000,0.080000,0.000000
3.659600,-0.040000,0.070000,-0.010000
3.659600,-0.010000,-0.020000,-0.010000
3.659600,0.010000,-0.120000,0.020000
3.758550,0.040000,-0.100000,0.000000
3.758550,0.000000,-0.010000,0.000000
3.758550,-0.010000,0.000000,0.000000
3.758550,-0.040000,-0.010000,0.000000
3.758550,-0.020000,-0.050000,0.010000
3.854820,0.050000,-0.060000,0.030000
3.854820,0.060000,-0.080000,0.020000
3.854820,0.040000,-0.080000,0.020000
3.854820,-0.010000,-0.080000,0.030000
3.854820,-0.030000,-0.100000,0.020000
3.951070,0.010000,-0.130000,0.020000
3.951070,0.050000,-0.080000,0.000000
3.951070,0.040000,-0.080000,0.000000
3.951070,0.020000,-0.070000,0.020000
3.951070,-0.010000,-0.070000,0.010000
113.728606,-3.720000,2.190000,-4.040000
113.728606,-2.740000,3.030000,-3.930000
113.728606,-1.650000,2.130000,-4.430000
113.728606,-0.910000,0.990000,-4.510000
113.728606,-0.850000,0.570000,-4.400000
113.824946,-1.770000,0.000000,-4.190000
113.824946,-1.730000,-0.740000,-4.130000
113.824946,-1.540000,-1.450000,-3.400000
113.824946,-1.160000,-0.530000,-2.300000
113.824946,-0.900000,0.410000,-1.840000
113.921316,1.900000,4.810000,-0.890000
113.921316,2.570000,5.000000,-0.760000
113.921316,3.200000,4.700000,0.050000
113.921316,3.060000,3.800000,1.410000
113.921316,2.910000,3.330000,2.020000
114.017666,3.680000,2.720000,3.080000
114.017666,4.150000,2.970000,3.320000
114.017666,4.710000,3.150000,3.470000
114.017666,4.680000,3.200000,3.810000
114.017666,4.130000,2.950000,4.090000
114.114036,3.150000,2.160000,4.100000
114.114036,2.770000,1.840000,4.210000
114.114036,2.810000,1.760000,4.290000
114.114036,3.200000,1.490000,4.250000
114.114036,3.560000,1.450000,4.000000
114.210436,3.690000,2.140000,3.440000
114.210436,3.670000,2.530000,3.140000
114.210436,3.640000,2.590000,3.110000
114.210436,3.460000,2.210000,3.170000
114.210436,3.220000,1.400000,3.150000
114.309446,3.280000,0.850000,2.990000
114.309446,3.460000,0.970000,2.820000
114.309446,3.590000,1.040000,2.670000
114.309446,4.160000,1.350000,2.260000
114.309446,4.930000,2.190000,2.010000
114.405766,4.940000,3.700000,1.710000
114.405766,4.550000,3.960000,1.460000
114.405766,4.530000,3.630000,1.510000
114.405766,4.650000,3.470000,1.590000
114.405766,4.870000,3.590000,1.490000
114.502046,4.780000,4.580000,1.210000
114.502046,4.550000,5.040000,1.340000
114.502046,4.250000,4.790000,1.490000
114.502046,3.810000,3.810000,1.650000
114.502046,3.480000,3.160000,1.740000
114.598346,2.580000,0.810000,1.970000
114.598346,2.260000,-1.220000,1.950000
114.598346,2.270000,-3.460000,1.840000
114.598346,2.040000,-4.750000,1.600000
114.598346,2.060000,-4.570000,1.410000
114.694636,2.470000,-3.910000,-0.350000
114.694636,2.610000,-4.000000,-0.660000
114.694636,2.700000,-4.550000,-1.200000
114.694636,2.400000,-4.990000,-1.680000
114.694636,2.090000,-4.970000,-1.830000
114.790946,0.390000,-4.930000,-2.070000
114.790946,-0.100000,-4.900000,-2.050000
114.790946,-1.030000,-4.780000,-1.820000
114.790946,-2.000000,-4.230000,-1.460000
114.790946,-2.570000,-4.000000,-1.310000
114.887286,-4.860000,-3.970000,-0.910000
114.887286,-5.180000,-3.970000,-0.590000
114.887286,-5.400000,-3.780000,-0.410000
114.887286,-5.510000,-3.100000,-0.190000
114.887286,-5.640000,-3.070000,-0.010000
114.983636,-6.250000,-3.550000,0.200000
114.983636,-6.620000,-3.500000,0.430000
114.983636,-6.810000,-3.330000,0.460000
114.983636,-6.890000,-3.130000,0.450000
114.983636,-6.580000,-3.500000,0.420000
115.079976,-5.680000,-4.410000,0.580000
115.079976,-5.480000,-4.860000,0.720000
115.079976,-5.590000,-4.670000,0.780000
115.079976,-5.720000,-3.990000,0.650000
115.079976,-5.420000,-3.710000,0.200000
115.176306,-4.070000,-3.620000,0.140000
115.176306,-2.980000,-3.940000,0.300000
115.176306,-2.470000,-4.210000,0.210000
115.176306,-2.160000,-3.810000,-0.020000
115.176306,-2.340000,-2.070000,-0.040000
115.272616,-1.670000,-1.180000,-0.010000
115.272616,-0.830000,-1.140000,0.330000
115.272616,-0.460000,-1.340000,0.530000
115.272616,-0.030000,-1.850000,0.460000
115.272616,-0.120000,-1.740000,0.610000
115.364906,0.420000,-1.900000,0.640000
115.364906,0.990000,-1.920000,0.540000
115.364906,1.490000,-1.440000,0.640000
115.364906,1.790000,-1.250000,0.700000
115.364906,2.460000,-0.570000,0.840000
115.461176,3.240000,0.700000,0.950000
115.461176,3.570000,1.150000,1.270000
115.461176,3.760000,1.140000,1.560000
115.461176,4.260000,0.900000,2.160000
115.461176,4.860000,0.640000,2.470000
115.557436,5.520000,0.830000,2.860000
115.557436,6.200000,1.070000,3.310000
115.557436,6.650000,1.160000,3.530000
115.557436,7.560000,1.000000,3.890000
115.557436,7.800000,1.210000,4.220000
115.653686,5.730000,4.280000,4.900000
